,Scientific_name,English_name,Recording_ID,Library,Country,Locality,Latitude,Longitude,Date,Recordist,URL
6464,Phaethornis guy,NA,BLB18425,Borror,Costa Rica,"Sendero Al Rio south of fallen fig, west side and upslope from trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,23/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18425.mp3
6465,Phaethornis guy,NA,BLB18428,Borror,Costa Rica,"Sendero Al Rio south of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18428.mp3
6466,Phaethornis guy,NA,BLB18429,Borror,Costa Rica,"Sendero Al Rio just south of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18429.mp3
6467,Phaethornis guy,NA,BLB18430,Borror,Costa Rica,"Sendero Al Rio just north of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18430.mp3
6468,Phaethornis guy,NA,BLB18431,Borror,Costa Rica,"Sendero Al Rio north of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18431.mp3
6469,Phaethornis guy,NA,BLB18432,Borror,Costa Rica,"Sendero Al Rio north of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18432.mp3
6470,Phaethornis guy,NA,BLB18433,Borror,Costa Rica,"Sendero Al Rio north of fallen fig, west side and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18433.mp3
6471,Phaethornis guy,NA,BLB18434,Borror,Costa Rica,"Sendero Al Rio south of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18434.mp3
6472,Phaethornis guy,NA,BLB18435,Borror,Costa Rica,"Sendero Al Rio south of fallen fig, west side and upslope from trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18435.mp3
6473,Phaethornis guy,NA,BLB18436,Borror,Costa Rica,"Sendero Al Rio north of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,24/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18436.mp3
6474,Phaethornis guy,NA,BLB18441,Borror,Costa Rica,"Sendero Al Rio just north of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,25/02/92,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB18441.mp3
6475,Phaethornis guy,NA,BLB18442,Borror,Costa Rica,"Sendero Al Rio north of fallen fig, west side and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,25/02/92,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB18442.mp3
6476,Phaethornis guy,NA,BLB18444,Borror,Costa Rica,"Sendero Al Rio north of fallen fig, east side of and along trail, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,25/02/92,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB18444.mp3
6477,Phaethornis guy,NA,BLB20462,Borror,Costa Rica,"Towards the fallen log, beyond the stream, right of the path, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,23/02/91,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB20462.mp3
6478,Phaethornis guy,NA,BLB20463,Borror,Costa Rica,"Towards the fallen log, beyond the stream, right of the path, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,23/02/91,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB20463.mp3
6479,Phaethornis guy,NA,BLB20464,Borror,Costa Rica,"Towards the fallen log, beyond the stream, right of the path, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,23/02/91,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB20464.mp3
6480,Phaethornis guy,NA,BLB20465,Borror,Costa Rica,"Towards the fallen log, beyond the stream, right of the path, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,23/02/91,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB20465.mp3
6481,Phaethornis guy,NA,BLB20466,Borror,Costa Rica,"Towards the fallen log, beyond the stream, right of the path, Wilson Botanical Garden, Las Cruces (SanVito) Reserve, Puntarenas, Costa Rica",8.75,-82.9667,23/02/91,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB20466.mp3
6482,Phaethornis guy,NA,BLB21072,Borror,Trinidad and Tobago,"Mile 7.25 Arima Valley Road, Site B, Arima Valley, Sangre Grande (W of), Trinidad and Tobago",10.5833,-61.3167,26/01/69,"Wiley, R. H. (R. Haven)",http://osuc.osu.edu/blbmp3s/BLB21072.mp3
6483,Phaethornis guy,NA,BLB40246,Borror,Trinidad and Tobago,"Hummingbird trail off back veranda of, Pax Guest House, Mt. St. Benedict Rd., Port of Spain (10km E of), St. George, Trinidad and Tobago",10.6629,-61.3953,1/07/99,"Bradley, R. A. (Richard A.)",http://osuc.osu.edu/blbmp3s/BLB40246.mp3
6484,Phaethornis guy,NA,BRL0171,British Library,Costa Rica,"Altitude 1530, Longitude 84 50'W, Latitude 10 20'N",NA,NA,1974-05,NA,NA
6485,Phaethornis guy,NA,BRL0172,British Library,Costa Rica,Las Cruces,NA,NA,6/30/1979,NA,NA
6486,Phaethornis guy,NA,FLMNH10882,FLMNH,Costa Rica,"Heredia (Provincia), Finca El Plastico, near La Selva",NA,NA,2/06/88,F. Gary Stiles,NA
6487,Phaethornis guy,NA,FLMNH12158,FLMNH,Costa Rica,"Puntarenas (Provincia), Coto Brus (Cantón), San Vito (Distrito), Jardín Botánico Wilson y Estación Biológica Las Cruces, Field Station",NA,NA,12/04/85,John C. Arvin,NA
6488,Phaethornis guy,NA,FLMNH14137,FLMNH,Costa Rica,"San José (Provincia), San José (Cantón), San José (Distrito), near to, Parque Nacional Braulio Carrillo, Estación La Montura",NA,NA,22/04/89,F. Gary Stiles,NA
6489,Phaethornis guy,NA,FLMNH16012,FLMNH,Costa Rica,"Alajuela (Provincia), San Ramón (Cantón), San Ramón (Distrito), Reserva Biológica Alberto Manuel Brenes",NA,NA,5/02/92,F. Gary Stiles,NA
6490,Phaethornis guy,NA,FLMNH16051,FLMNH,Costa Rica,"Puntarenas (Provincia), Coto Brus (Cantón), San Vito (Distrito), Finca Las Cruces",NA,NA,14/02/93,F. Gary Stiles,NA
6491,Phaethornis guy,Green Hermit,ML184587,Macaulay Library,Costa Rica,"Puntarenas,,Las Alturas de Coton; Estacion Biologica Las Alturas",8.945278,-82.833333,27/03/96,"Ross, Jr., David L",https://macaulaylibrary.org/asset/184587
6492,Phaethornis guy,Green Hermit,ML205565,Macaulay Library,Costa Rica,"Puntarenas,,Las Cruces Biological Station",NA,NA,12/08/97,"Ross, Jr., David L",https://macaulaylibrary.org/asset/205565
6493,Phaethornis guy,Green Hermit,ML28565,Macaulay Library,Costa Rica,"Puntarenas,,S of San Vito; las Cruces",8.8166667,-82.9666667,8/06/81,"van den Berg, Arnoud B",https://macaulaylibrary.org/asset/28565
6494,Phaethornis guy,Green Hermit,ML128095,Macaulay Library,Ecuador,"Zamora-Chinchipe,,Quebrada Honda",-4.48,-79.13,20/11/97,"Ridgely, Robert S",https://macaulaylibrary.org/asset/128095
6495,Phaethornis guy,Green Hermit,ML129468,Macaulay Library,Ecuador,"Zamora-Chinchipe,,SE of Parque Nacional Podocarpus, Bombuscaro Sector",-4.1333333,-79,13/12/05,"Hosner, Peter A",https://macaulaylibrary.org/asset/129468
6496,Phaethornis guy,Green Hermit,ML92482,Macaulay Library,Peru,"Amazonas,,Upper Rio Comaina, Cordillera del Condor, Puesto Vigilancia 3",-3.9,-78.4166667,15/07/94,"Schulenberg, Thomas S",https://macaulaylibrary.org/asset/92482
6497,Phaethornis guy,Green Hermit,ML6164,Macaulay Library,Trinidad and Tobago,",,ARIMA VALLEY",NA,NA,30/01/59,"Snow, David W",https://macaulaylibrary.org/asset/6164
6498,Phaethornis guy,Green Hermit,ML166653,Macaulay Library,Venezuela,"Monagas,,4.0 km S of Cerro El PerÁº, Parque Nacional Cueva del Guacharo",10.140079,-63.512672,10/01/12,"McGowan, Jay W",https://macaulaylibrary.org/asset/166653
6499,Phaethornis guy,Green Hermit,24307,Xeno-Canto,Colombia,"Cerro de la Paz, nr. Serrania de los Yariguies, mun. Zapatoca Santande",6.9834,-73.4334,2003-01-00,Thomas Donegan,http://www.xeno-canto.org/24307
6500,Phaethornis guy,Green Hermit,92039,Xeno-Canto,Colombia,"Tena, Laguna de pedro palo, Cundinamarca",4.6501,-74.3834,19/12/11,Oswaldo Cortes,http://www.xeno-canto.org/92039
6501,Phaethornis guy,Green Hermit,114172,Xeno-Canto,Colombia,"Jardín, Antioquia",5.5883,-75.8209,18/01/12,Sergio Chaparro-Herrera,http://www.xeno-canto.org/114172
6502,Phaethornis guy,Green Hermit,121302,Xeno-Canto,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio",4.6717,-75.6283,18/03/08,Oscar H. Marín-Gómez,http://www.xeno-canto.org/121302
6503,Phaethornis guy,Green Hermit,128565,Xeno-Canto,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio",4.6717,-75.6283,22/01/13,Oscar H. Marín-Gómez,http://www.xeno-canto.org/128565
6504,Phaethornis guy,Green Hermit,129717,Xeno-Canto,Colombia,"Universidad del Quindío, Armenia, Quindio",4.5538,-75.6604,7/11/07,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/129717
6505,Phaethornis guy,Green Hermit,129718,Xeno-Canto,Colombia,"Universidad del Quindío, Armenia, Quindio",4.5538,-75.6604,7/11/07,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/129718
6506,Phaethornis guy,Green Hermit,129831,Xeno-Canto,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa",4.6717,-75.6283,7/11/07,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/129831
6507,Phaethornis guy,Green Hermit,130024,Xeno-Canto,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa",4.6717,-75.6283,4/11/07,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/130024
6508,Phaethornis guy,Green Hermit,192988,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/192988
6509,Phaethornis guy,Green Hermit,192990,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/192990
6510,Phaethornis guy,Green Hermit,192992,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/192992
6511,Phaethornis guy,Green Hermit,192995,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/192995
6512,Phaethornis guy,Green Hermit,192998,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/192998
6513,Phaethornis guy,Green Hermit,193000,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/193000
6514,Phaethornis guy,Green Hermit,193002,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/193002
6515,Phaethornis guy,Green Hermit,193003,Xeno-Canto,Colombia,"Suaita, Santander",6.1064,-73.4556,2/07/14,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/193003
6516,Phaethornis guy,Green Hermit,203122,Xeno-Canto,Colombia,Hotel Tinamú Birding Nature Reserve,5.0791,-75.6852,16/10/14,Jeisson Poveda,http://www.xeno-canto.org/203122
6517,Phaethornis guy,Green Hermit,203123,Xeno-Canto,Colombia,Hotel Tinamú Birding Nature Reserve,5.0791,-75.6852,16/10/14,Jeisson Poveda,http://www.xeno-canto.org/203123
6518,Phaethornis guy,Green Hermit,203124,Xeno-Canto,Colombia,"Manizales, Caldas",5.0783,-75.6,16/10/14,Jeisson Poveda,http://www.xeno-canto.org/203124
6519,Phaethornis guy,Green Hermit,203125,Xeno-Canto,Colombia,"Manizales, Caldas",5.0783,-75.6,16/10/14,Jeisson Poveda,http://www.xeno-canto.org/203125
6520,Phaethornis guy,Green Hermit,245106,Xeno-Canto,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,-73.42,2/07/14,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245106
6521,Phaethornis guy,Green Hermit,245107,Xeno-Canto,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,-73.42,2/07/14,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245107
6522,Phaethornis guy,Green Hermit,245108,Xeno-Canto,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,-73.42,2/07/14,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245108
6523,Phaethornis guy,Green Hermit,245111,Xeno-Canto,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,-73.42,2/07/14,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245111
6524,Phaethornis guy,Green Hermit,245112,Xeno-Canto,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,-73.42,2/07/14,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245112
6525,Phaethornis guy,Green Hermit,245113,Xeno-Canto,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,-73.42,2/07/14,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245113
6526,Phaethornis guy,Green Hermit,245134,Xeno-Canto,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,-73.42,3/07/14,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245134
6527,Phaethornis guy,Green Hermit,273416,Xeno-Canto,Colombia,"RNA Reinita Cielo Azul, San Vicente de Chucurí, Santander, Colombia, 1900m, N",5.846,-73.375,31/01/11,Peter Boesman,http://www.xeno-canto.org/273416
6528,Phaethornis guy,Green Hermit,318654,Xeno-Canto,Colombia,Hotel Tinamú Birding Nature Reserve,5.0791,-75.6852,10/02/16,Santiago Ramos,http://www.xeno-canto.org/318654
6529,Phaethornis guy,Green Hermit,15539,Xeno-Canto,Costa Rica,"Estación Biológica Las Cruces, San Vito de Coto Brus, Puntarenas",8.7834,-82.9501,26/11/93,Don Jones,http://www.xeno-canto.org/15539
6530,Phaethornis guy,Green Hermit,93214,Xeno-Canto,Costa Rica,TCU Research Station,10.2501,-84.5501,18/03/11,Tom Stevens,http://www.xeno-canto.org/93214
6531,Phaethornis guy,Green Hermit,8023,Xeno-Canto,Ecuador,"Parque Nacional Podocarpus, sector Rio Bombuscaro, Zamora-Chinchipe",-4.1139,-78.9637,26/09/01,Nick Athanas,http://www.xeno-canto.org/8023
6532,Phaethornis guy,Green Hermit,9846,Xeno-Canto,Ecuador,"Parque Nacional Podocarpus, sector Rio Bombuscaro, Zamora-Chinchipe",-4.1139,-78.9637,13/11/96,Allen T. Chartier,http://www.xeno-canto.org/9846
6533,Phaethornis guy,Green Hermit,9847,Xeno-Canto,Ecuador,"Parque Nacional Podocarpus, sector Rio Bombuscaro, Zamora-Chinchipe",-4.1139,-78.9637,13/11/96,Allen T. Chartier,http://www.xeno-canto.org/9847
6534,Phaethornis guy,Green Hermit,10357,Xeno-Canto,Ecuador,"Bombuscaro, Zamora-Chinchipe",-4.06472,-78.94639,19/10/06,Wouter Halfwerk,http://www.xeno-canto.org/10357
6535,Phaethornis guy,Green Hermit,17710,Xeno-Canto,Ecuador,"Parque Nacional Podocarpus, sector Rio Bombuscaro, Zamora-Chinchipe",-4.1139,-78.9637,22/12/07,Andrew Spencer,http://www.xeno-canto.org/17710
6536,Phaethornis guy,Green Hermit,120150,Xeno-Canto,Ecuador,"Parque Nacional Podocarpus, sector Rio Bombuscaro, Zamora-Chinchipe",-4.1139,-78.9637,2/05/11,Eric DeFonso,http://www.xeno-canto.org/120150
6537,Phaethornis guy,Green Hermit,238803,Xeno-Canto,Ecuador,Zamora-Chinchipe: Río Bombuscaro,-4.108,-78.964,25/03/03,Niels Krabbe,http://www.xeno-canto.org/238803
6538,Phaethornis guy,Green Hermit,238804,Xeno-Canto,Ecuador,Morona-Santiago: w-slope Cord. de Cutucú,-2.432,-78.049,25/08/02,Niels Krabbe,http://www.xeno-canto.org/238804
6539,Phaethornis guy,Green Hermit,238805,Xeno-Canto,Ecuador,Morona-Santiago: w-slope Cord. de Cutucú,-2.432,-78.049,25/08/02,Niels Krabbe,http://www.xeno-canto.org/238805
6540,Phaethornis guy,Green Hermit,251325,Xeno-Canto,Ecuador,Zamora-Chinchipe: between Chito and Laurel,-4.95,-79.05,13/02/04,Niels Krabbe,http://www.xeno-canto.org/251325
6541,Phaethornis guy,Green Hermit,251326,Xeno-Canto,Ecuador,Napo: Napo Galeras,-0.833,-77.567,4/04/05,Niels Krabbe,http://www.xeno-canto.org/251326
6542,Phaethornis guy,Green Hermit,257788,Xeno-Canto,Ecuador,Zamora-Chinchipe: Río Bombuscaro,-4.108,-78.964,1997-11-00,John V. Moore,http://www.xeno-canto.org/257788
6543,Phaethornis guy,Green Hermit,257789,Xeno-Canto,Ecuador,Zamora-Chinchipe: Río Bombuscaro,-4.108,-78.964,1997-11-00,John V. Moore,http://www.xeno-canto.org/257789
6544,Phaethornis guy,Green Hermit,257790,Xeno-Canto,Ecuador,Napo: 3 km NW Guagua Sumaco,-0.693,-77.605,2004-01-00,John V. Moore,http://www.xeno-canto.org/257790
6545,Phaethornis guy,Green Hermit,264455,Xeno-Canto,Ecuador,Napo: Guagua Sumaco,-0.731,-77.569,1996-08-00,Paul Coopmans,http://www.xeno-canto.org/264455
6546,Phaethornis guy,Green Hermit,276354,Xeno-Canto,Ecuador,Napo: km 11.6 Narupa-Loreto road,-0.712,-77.741,24/11/95,Jonas Nilsson,http://www.xeno-canto.org/276354
6547,Phaethornis guy,Green Hermit,276355,Xeno-Canto,Ecuador,Zamora-Chinchipe: Río Bombuscaro,-4.108,-78.964,4/05/00,Jonas Nilsson,http://www.xeno-canto.org/276355
6548,Phaethornis guy,Green Hermit,276356,Xeno-Canto,Ecuador,Morona-Santiago: w-slope Cord. de Cutucú,-2.432,-78.049,21/08/02,Jonas Nilsson,http://www.xeno-canto.org/276356
6549,Phaethornis guy,Green Hermit,276357,Xeno-Canto,Ecuador,Morona-Santiago: w-slope Cord. de Cutucú,-2.432,-78.049,25/08/02,Jonas Nilsson,http://www.xeno-canto.org/276357
6550,Phaethornis guy,Green Hermit,80528,Xeno-Canto,Panama,"Altos del Torreón, Altos de Cerro Azul",9.166,-79.404,11/05/11,William Adsett,http://www.xeno-canto.org/80528
6551,Phaethornis guy,Green Hermit,113060,Xeno-Canto,Panama,"Altos del Torreón, Altos de Cerro Azul",9.166,-79.404,30/08/12,Sander Bot,http://www.xeno-canto.org/113060
6552,Phaethornis guy,Green Hermit,153264,Xeno-Canto,Panama,"Cerro Azul, Panama, Panama",9.1522,-79.3936,31/08/12,Wouter Halfwerk,http://www.xeno-canto.org/153264
6553,Phaethornis guy,Green Hermit,271497,Xeno-Canto,Panama,Altos del Maria area,8.646428,-80.030998,26/02/15,Peter Boesman,http://www.xeno-canto.org/271497
6554,Phaethornis guy,Green Hermit,271498,Xeno-Canto,Panama,Altos del Maria area,8.646428,-80.030998,27/02/15,Peter Boesman,http://www.xeno-canto.org/271498
6555,Phaethornis guy,Green Hermit,28909,Xeno-Canto,Peru,"Aguas Verdes, Amazonas",-5.11451,-77.11051,2/11/08,Charlie Vogt,http://www.xeno-canto.org/28909
6556,Phaethornis guy,Green Hermit,144618,Xeno-Canto,Peru,"Afluente, San Martin",-5.6667,-77.7001,29/06/13,Dan Lane,http://www.xeno-canto.org/144618
6557,Phaethornis guy,Green Hermit,227574,Xeno-Canto,Peru,"Abra Patricia road, San Martín",-5.833333333,-77.76666667,4/01/08,Peter Boesman,http://www.xeno-canto.org/227574
6558,Phaethornis guy,Green Hermit,227576,Xeno-Canto,Peru,"Abra Patricia road, San Martín",-5.833333333,-77.76666667,4/01/08,Peter Boesman,http://www.xeno-canto.org/227576
6559,Phaethornis guy,Green Hermit,51252,Xeno-Canto,Colombia,"RNA Arrierito Antioqueño, Anorí, Antioquia",6.9862,-75.1251,27/01/10,David Geale,https://www.xeno-canto.org/51252
6560,Phaethornis guy,Green Hermit,130138,Xeno-Canto,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa",4.6717,-75.6283,12/11/07,Oscar Humberto Marin-Gomez,https://www.xeno-canto.org/130138
6561,Phaethornis guy,Green Hermit,344329,Xeno-Canto,Colombia,Hotel Tinamú Birding Nature Reserve,5.0791,-75.6852,19/08/16,Hotel Tinamu,https://www.xeno-canto.org/344329
6562,Phaethornis guy,Green Hermit,359439,Xeno-Canto,Panama,Cerro Pirre (middle),7998,-77.7138,15/12/16,Hans Matheve,https://www.xeno-canto.org/359439
6563,Phaethornis hispidus,NA,BRL0042,British Library,Bolivia,Antafogasta 150 m c20 km ENE of Riberalta,NA,NA,11/11/05,NA,NA
6564,Phaethornis hispidus,White-bearded Hermit,ML188585,Macaulay Library,Peru,"Loreto,,50.0 km NE of Iquitos; Explorama Lodge; Yanamono Creek",-3.3666667,72.9,10/01/94,"Donahue, Paul K",https://macaulaylibrary.org/asset/188585
6565,Phaethornis hispidus,White-bearded Hermit,ML29833,Macaulay Library,Peru,"Madre de Dios,,Manu National Park; Cocha Cashu",-11.885,-71.409,5/09/82,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/29833
6566,Phaethornis hispidus,White-bearded Hermit,ML31808,Macaulay Library,Peru,"Loreto,,N bank Río Napo; Sucusari Camp",-3.25,-72.92,27/06/83,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/31808
6567,Phaethornis hispidus,White-bearded Hermit,ML33810,Macaulay Library,Peru,"Loreto,,N of Isla Rosario, Rio Napo",-3.23,-72.92,20/01/84,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/33810
6568,Phaethornis hispidus,White-bearded Hermit,ML33812,Macaulay Library,Peru,"Loreto,,N of Isla Rosario, Rio Napo",-3.23,-72.92,20/01/84,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/33812
6569,Phaethornis hispidus,White-bearded Hermit,ML75094,Macaulay Library,Peru,"Madre de Dios,,Collpa de Guacamayos, Rio Tambopata",-13.13,-69.58,8/08/94,"Marantz, Curtis A",https://macaulaylibrary.org/asset/75094
6570,Phaethornis hispidus,White-bearded Hermit,ML75969,Macaulay Library,Peru,"Madre de Dios,,Collpa de Guacamayos; Rio Tambopata",-13.13,-69.58,2/08/94,"Marantz, Curtis A",https://macaulaylibrary.org/asset/75969
6571,Phaethornis hispidus,White-bearded Hermit,ML75970,Macaulay Library,Peru,"Madre de Dios,,Collpa de Guacamayos; Rio Tambopata",-13.13,-69.58,2/08/94,"Marantz, Curtis A",https://macaulaylibrary.org/asset/75970
6572,Phaethornis hispidus,White-bearded Hermit,ML75971,Macaulay Library,Peru,"Madre de Dios,,Collpa de Guacamayos; Rio Tambopata",-13.13,-69.58,2/08/94,"Marantz, Curtis A",https://macaulaylibrary.org/asset/75971
6573,Phaethornis hispidus,White-bearded Hermit,66649,Xeno-Canto,Brazil,Reserva Extrativista Alto Juruá. Pedra Pintada,-9.3828,-72.7106,13/09/99,Jeremy Minns,http://www.xeno-canto.org/66649
6574,Phaethornis hispidus,White-bearded Hermit,69017,Xeno-Canto,Brazil,"Mato Grosso; Rio Teles Peres, near Rio Cristalino",-9.64,-55.94,19/05/04,Frank Lambert,http://www.xeno-canto.org/69017
6575,Phaethornis hispidus,White-bearded Hermit,118833,Xeno-Canto,Brazil,"Porto Velho, Rondônia",-9.0343,-64.1382,22/10/11,GABRIEL LEITE,http://www.xeno-canto.org/118833
6576,Phaethornis hispidus,White-bearded Hermit,245230,Xeno-Canto,Colombia,"Bosque El Algarrobo, Vereda San Pedro, Tamara, Casanare",5.76,-72.2,21/03/15,Oscar Humberto Marín Gómez,http://www.xeno-canto.org/245230
6577,Phaethornis hispidus,White-bearded Hermit,11798,Xeno-Canto,Peru,"Cocha Cashu, Madre de Dios",-11.8667,-71.3667,19/08/03,Frank Lambert,http://www.xeno-canto.org/11798
6578,Phaethornis hispidus,White-bearded Hermit,28108,Xeno-Canto,Peru,"Explorama Lodge, Loreto",-3.4501,-72.8801,30/12/08,David Geale,http://www.xeno-canto.org/28108
6579,Phaethornis hispidus,White-bearded Hermit,43077,Xeno-Canto,Peru,"Cocha Cashu, Madre de Dios",-11.8667,-71.3667,2009-08-00,Jacob Socolar,http://www.xeno-canto.org/43077
6580,Phaethornis hispidus,White-bearded Hermit,63848,Xeno-Canto,Peru,"Cocha Cashu Biological Station, Manu National Park",-11.8667,-71.3667,30/09/01,Joseph Tobias and Nathalie Seddon,http://www.xeno-canto.org/63848
6581,Phaethornis hispidus,White-bearded Hermit,63849,Xeno-Canto,Peru,"Cocha Cashu Biological Station, Manu National Park",-11.8667,-71.3667,2/10/01,Joseph Tobias and Nathalie Seddon,http://www.xeno-canto.org/63849
6582,Phaethornis hispidus,White-bearded Hermit,63850,Xeno-Canto,Peru,"Cocha Cashu Biological Station, Manu National Park",-11.8667,-71.3667,25/09/01,Joseph Tobias and Nathalie Seddon,http://www.xeno-canto.org/63850
6583,Phaethornis hispidus,White-bearded Hermit,88586,Xeno-Canto,Peru,"Amazon Manu Lodge, Madre de Dios",-12.335,-70.7262,11/10/11,David Geale,http://www.xeno-canto.org/88586
6584,Phaethornis hispidus,White-bearded Hermit,91505,Xeno-Canto,Peru,"Portillo, S of Iberia, Madre de Dios",-11.476,-69.519,17/11/11,Daniel Lane,http://www.xeno-canto.org/91505
